# binIdx ctxIdx symbol range offset
831 86 0 448 9
832 5 1 438 9
833 6 0 428 9
834 7 0 420 9
835 9 0 412 9
836 10 0 404 9
837 64 0 396 9
838 60 0 388 9
839 85 0 380 9
840 5 1 371 9
841 6 0 362 9
842 7 0 355 9
843 9 0 348 9
844 10 0 341 9
845 64 0 334 9
846 60 0 327 9
847 85 0 320 9
848 5 1 312 9
849 6 0 304 9
850 7 0 298 9
851 9 0 292 9
852 10 0 286 9
853 64 0 280 9
854 60 0 274 9
855 85 0 268 9
856 5 1 260 9
857 6 0 504 18
858 7 0 495 18
859 9 0 486 18
860 10 0 477 18
861 64 0 468 18
862 60 0 459 18
863 85 0 450 18
864 5 1 439 18
865 6 0 429 18
866 7 0 421 18
867 9 0 413 18
868 10 0 405 18
869 64 0 397 18
870 60 0 389 18
871 85 0 381 18
872 5 1 372 18
873 6 0 363 18
874 7 0 356 18
875 9 0 349 18
876 10 0 342 18
877 64 0 335 18
878 60 0 328 18
879 85 0 321 18
880 5 1 313 18
881 6 0 305 18
882 7 0 299 18
883 9 0 293 18
884 10 0 287 18
885 64 0 281 18
886 60 0 275 18
887 85 0 269 18
888 5 1 261 18
889 6 0 506 37
890 7 0 497 37
891 9 0 488 37
892 10 0 479 37
893 64 0 470 37
894 60 0 461 37
895 85 0 452 37
896 5 1 441 37
897 6 0 431 37
898 7 0 423 37
899 9 0 415 37
900 10 0 407 37
901 64 0 399 37
902 60 0 391 37
903 85 0 383 37
904 5 1 374 37
905 6 0 365 37
906 7 0 358 37
907 9 0 351 37
908 10 0 344 37
909 64 0 337 37
910 60 0 330 37
911 85 0 323 37
912 5 1 314 37
913 6 0 306 37
914 7 0 300 37
915 9 0 294 37
916 10 0 288 37
917 64 0 282 37
918 60 0 276 37
919 85 0 270 37
920 5 1 262 37
921 6 0 508 74
922 7 0 499 74
923 9 0 490 74
924 10 0 481 74
925 64 0 472 74
926 60 0 463 74
927 85 0 454 74
928 5 1 443 74
929 6 0 433 74
930 7 0 425 74
931 9 0 417 74
932 10 0 409 74
933 64 0 401 74
934 60 0 393 74
935 85 0 385 74
936 5 1 376 74
937 6 0 367 74
938 7 0 360 74
939 9 0 353 74
940 10 0 346 74
941 64 0 339 74
942 60 0 332 74
943 85 0 325 74
944 5 1 316 74
945 6 0 308 74
946 7 0 302 74
947 9 0 296 74
948 10 0 290 74
949 64 0 284 74
950 60 0 278 74
951 85 0 272 74
952 5 1 264 74
953 6 0 256 74
954 7 0 500 149
955 9 0 491 149
956 10 0 482 149
957 64 0 473 149
958 60 0 464 149
959 85 0 455 149
960 5 1 444 149
961 6 0 434 149
962 7 0 426 149
963 9 0 418 149
964 10 0 410 149
965 64 0 402 149
966 60 0 394 149
967 85 0 386 149
968 5 1 376 149
969 6 0 367 149
970 7 0 360 149
971 9 0 353 149
972 10 0 346 149
973 64 0 339 149
974 60 0 332 149
975 85 0 325 149
976 5 1 316 149
977 6 0 308 149
978 7 0 302 149
979 9 0 296 149
980 10 0 290 149
981 64 0 284 149
982 60 0 278 149
983 85 0 272 149
984 4 1 428 299
985 6 0 418 299
986 7 0 410 299
987 9 0 402 299
988 10 0 394 299
989 64 0 386 299
990 60 0 378 299
991 86 0 320 6
992 5 1 312 6
993 6 0 304 6
994 7 0 298 6
995 9 0 292 6
996 10 0 286 6
997 64 0 280 6
998 60 0 274 6
999 85 0 268 6
1000 5 1 260 6
1001 6 0 504 12
1002 7 0 495 12
1003 9 0 486 12
1004 10 0 477 12
1005 64 0 468 12
1006 60 0 459 12
1007 85 0 450 12
1008 5 1 439 12
1009 6 0 429 12
1010 7 0 421 12
1011 9 0 413 12
1012 10 0 405 12
1013 64 0 397 12
1014 60 0 389 12
1015 85 0 381 12
1016 5 1 372 12
1017 6 0 363 12
1018 7 0 356 12
1019 9 0 349 12
1020 10 0 342 12
1021 64 0 335 12
1022 60 0 328 12
1023 85 0 321 12
1024 5 1 313 12
1025 6 0 305 12
1026 7 0 299 12
1027 9 0 293 12
1028 10 0 287 12
1029 64 0 281 12
1030 60 0 275 12
1031 85 0 269 12
1032 5 1 261 12
1033 6 0 506 24
1034 7 0 497 24
1035 9 0 488 24
1036 10 0 479 24
1037 64 0 470 24
1038 60 0 461 24
1039 85 0 452 24
1040 5 1 441 24
1041 6 0 431 24
1042 7 0 423 24
1043 9 0 415 24
1044 10 0 407 24
1045 64 0 399 24
1046 60 0 391 24
1047 85 0 383 24
1048 5 1 374 24
1049 6 0 365 24
1050 7 0 358 24
1051 9 0 351 24
1052 10 0 344 24
1053 64 0 337 24
1054 60 0 330 24
1055 85 0 323 24
1056 5 1 314 24
1057 6 0 306 24
1058 7 0 300 24
1059 9 0 294 24
1060 10 0 288 24
1061 64 0 282 24
1062 60 0 276 24
